Regiao;Sexo;Cor;Renda
Sul;Masculino;Branca;1300
Sul;Masculino;Branca;600
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;250
Sul;Masculino;Branca;0
Sul;Masculino;Branca;1900
Sul;Masculino;Parda;788
Sul;Masculino;Branca;0
Sul;Masculino;Parda;200
Sul;Masculino;Branca;928
Sul;Masculino;Branca;1000
Sul;Masculino;Branca;1900
Sul;Masculino;Branca;0
Sul;Masculino;Branca;1600
Sul;Feminino;Branca;1800
Sul;Masculino;Branca;1500
Sul;Masculino;Branca;900
Sul;Masculino;Branca;1100
Sul;Masculino;Branca;1500
Sul;Masculino;Branca;2000
Sul;Feminino;Branca;2000
Sul;Masculino;Branca;1200
Sul;Masculino;Branca;3500
Sul;Masculino;Parda;3000
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;3500
Sul;Feminino;Branca;1000
Sul;Masculino;Branca;1200
Sul;Masculino;Branca;3000
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;3200
Sul;Masculino;Branca;1700
Sul;Feminino;Branca;1168
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;3000
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;1200
Sul;Masculino;Parda;1500
Sul;Masculino;Branca;1700
Sul;Feminino;Branca;1800
Sul;Masculino;Branca;950
Sul;Feminino;Branca;800
Sul;Masculino;Branca;1800
Sul;Masculino;Branca;1500
Sul;Feminino;Branca;1500
Sul;Masculino;Parda;5000
Sul;Masculino;Branca;1000
Sul;Masculino;Branca;3000
Sul;Masculino;Branca;7000
Sul;Masculino;Branca;4000
Sul;Masculino;Branca;2200
Sul;Feminino;Branca;1100
Sul;Masculino;Branca;0
Sul;Feminino;Branca;0
Sul;Masculino;Branca;3000
Sul;Masculino;Branca;250
Sul;Masculino;Branca;1500
Sul;Masculino;Branca;1905
Sul;Masculino;Branca;1000
Sul;Masculino;Branca;5000
Sul;Masculino;Branca;1500
Sul;Masculino;Branca;1200
Sul;Masculino;Branca;1000
Sul;Masculino;Branca;1500
Sul;Masculino;Branca;1800
Sul;Masculino;Branca;500
Sul;Masculino;Parda;1400
Sul;Masculino;Branca;1100
Sul;Masculino;Branca;1000
Sul;Masculino;Branca;788
Sul;Masculino;Branca;1150
Sul;Masculino;Branca;1300
Sul;Feminino;Branca;1700
Sul;Masculino;Branca;1000
Sul;Masculino;Branca;1500
Sul;Masculino;Parda;3500
Sul;Feminino;Branca;800
Sul;Feminino;Branca;1500
Sul;Masculino;Branca;7500
Sul;Feminino;Branca;4000
Sul;Feminino;Branca;850
Sul;Feminino;Branca;788
Sul;Masculino;Branca;3000
Sul;Feminino;Branca;2000
Sul;Masculino;Branca;5000
Sul;Masculino;Branca;3600
Sul;Masculino;Branca;2200
Sul;Masculino;Branca;4500
Sul;Feminino;Branca;700
Sul;Feminino;Branca;2400
Sul;Masculino;Branca;1100
Sul;Masculino;Branca;2300
Sul;Feminino;Branca;400
Sul;Masculino;Branca;4000
Sul;Feminino;Branca;1400
Sul;Masculino;Parda;1600
Sul;Feminino;Branca;800
Sul;Masculino;Parda;450
Sul;Masculino;Parda;500
Sul;Masculino;Parda;1880
Sul;Feminino;Parda;980
Sul;Feminino;Parda;400
Sul;Masculino;Branca;4600
Sul;Feminino;Branca;2500
Sul;Feminino;Parda;1800
Sul;Feminino;Branca;776
Sul;Masculino;Parda;3000
Sul;Feminino;Parda;1300
Sul;Feminino;Branca;400
Sul;Feminino;Branca;1776
Sul;Feminino;Parda;2600
Sul;Feminino;Branca;2300
Sul;Feminino;Branca;950
Sul;Masculino;Branca;5000
Sul;Masculino;Branca;5000
Sul;Feminino;Branca;5300
Sul;Feminino;Branca;1200
Sul;Masculino;Branca;3800
Sul;Feminino;Branca;400
Sul;Masculino;Branca;3300
Sul;Feminino;Branca;1800
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;5000
Sul;Masculino;Branca;2000
Sul;Feminino;Branca;5000
Sul;Feminino;Branca;16000
Sul;Feminino;Branca;6000
Sul;Masculino;Branca;8000
Sul;Feminino;Branca;5000
Sul;Feminino;Branca;5500
Sul;Masculino;Branca;5000
Sul;Masculino;Branca;7000
Sul;Masculino;Branca;5000
Sul;Feminino;Branca;12000
Sul;Masculino;Parda;1700
Sul;Masculino;Branca;2000
Sul;Masculino;Parda;400
Sul;Feminino;Branca;800
Sul;Feminino;Branca;1500
Sul;Masculino;Branca;800
Sul;Feminino;Branca;1500
Sul;Masculino;Parda;2600
Sul;Feminino;Parda;800
Sul;Masculino;Amarela;800
Sul;Masculino;Branca;5000
Sul;Masculino;Branca;1300
Sul;Feminino;Parda;500
Sul;Feminino;Parda;760
Sul;Feminino;Preta;1400
Sul;Masculino;Preta;1700
Sul;Feminino;Branca;400
Sul;Masculino;Parda;1300
Sul;Masculino;Branca;1000
Sul;Masculino;Branca;2500
Sul;Masculino;Branca;1250
Sul;Masculino;Branca;2500
Sul;Masculino;Branca;3000
Sul;Masculino;Branca;7500
Sul;Feminino;Preta;2600
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;500
Sul;Masculino;Branca;3500
Sul;Masculino;Parda;800
Sul;Feminino;Branca;1200
Sul;Masculino;Branca;3000
Sul;Feminino;Branca;1500
Sul;Masculino;Branca;1730
Sul;Masculino;Branca;2500
Sul;Masculino;Branca;4000
Sul;Feminino;Branca;2700
Sul;Masculino;Branca;200
Sul;Feminino;Branca;800
Sul;Masculino;Branca;6000
Sul;Masculino;Branca;1500
Sul;Feminino;Branca;1017
Sul;Masculino;Branca;4500
Sul;Masculino;Branca;0
Sul;Masculino;Branca;3500
Sul;Feminino;Branca;900
Sul;Masculino;Parda;2700
Sul;Feminino;Branca;1550
Sul;Masculino;Branca;1500
Sul;Feminino;Branca;1150
Sul;Feminino;Branca;280
Sul;Masculino;Branca;1300
Sul;Masculino;Branca;1350
Sul;Masculino;Parda;1217
Sul;Feminino;Branca;1200
Sul;Feminino;Branca;788
Sul;Feminino;Parda;788
Sul;Masculino;Branca;2100
Sul;Feminino;Branca;1443
Sul;Feminino;Branca;900
Sul;Masculino;Branca;1500
Sul;Feminino;Preta;4500
Sul;Masculino;Branca;3000
Sul;Masculino;Branca;880
Sul;Masculino;Branca;5000
Sul;Masculino;Branca;2300
Sul;Masculino;Branca;3200
Sul;Masculino;Branca;1500
Sul;Masculino;Branca;3000
Sul;Feminino;Branca;2900
Sul;Masculino;Branca;1200
Sul;Masculino;Branca;10000
Sul;Feminino;Branca;600
Sul;Masculino;Branca;3500
Sul;Masculino;Branca;2500
Sul;Masculino;Branca;3000
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;7500
Sul;Masculino;Parda;2000
Sul;Masculino;Branca;4500
Sul;Masculino;Branca;1500
Sul;Feminino;Branca;1150
Sul;Feminino;Branca;900
Sul;Feminino;Branca;1500
Sul;Feminino;Branca;300
Sul;Masculino;Branca;4000
Sul;Masculino;Parda;1500
Sul;Feminino;Branca;1200
Sul;Feminino;Branca;1100
Sul;Masculino;Branca;1500
Sul;Masculino;Preta;5000
Sul;Masculino;Parda;15000
Sul;Masculino;Branca;4000
Sul;Masculino;Branca;7200
Sul;Masculino;Parda;1300
Sul;Masculino;Branca;5000
Sul;Feminino;Branca;1250
Sul;Masculino;Branca;5000
Sul;Masculino;Branca;2500
Sul;Masculino;Branca;2500
Sul;Masculino;Parda;2500
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;4500
Sul;Masculino;Parda;1600
Sul;Masculino;Branca;2500
Sul;Masculino;Branca;900
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;500
Sul;Masculino;Branca;10000
Sul;Masculino;Branca;1200
Sul;Masculino;Branca;1600
Sul;Masculino;Branca;0
Sul;Masculino;Branca;2000
Sul;Masculino;Parda;600
Sul;Feminino;Branca;200
Sul;Masculino;Branca;280
Sul;Masculino;Branca;3000
Sul;Masculino;Branca;500
Sul;Masculino;Branca;100
Sul;Masculino;Branca;300
Sul;Masculino;Branca;200
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;1100
Sul;Masculino;Branca;1500
Sul;Masculino;Branca;0
Sul;Feminino;Branca;0
Sul;Masculino;Branca;0
Sul;Masculino;Branca;2500
Sul;Masculino;Branca;600
Sul;Masculino;Branca;6500
Sul;Masculino;Branca;1000
Sul;Masculino;Branca;800
Sul;Masculino;Branca;900
Sul;Masculino;Branca;0
Sul;Masculino;Branca;1500
Sul;Masculino;Branca;1300
Sul;Feminino;Branca;1430
Sul;Masculino;Branca;1000
Sul;Feminino;Branca;3000
Sul;Masculino;Branca;1100
Sul;Masculino;Branca;3800
Sul;Masculino;Branca;1500
Sul;Masculino;Branca;1800
Sul;Feminino;Branca;5100
Sul;Feminino;Branca;4100
Sul;Feminino;Branca;4000
Sul;Masculino;Parda;800
Sul;Masculino;Branca;2300
Sul;Masculino;Branca;1619
Sul;Masculino;Branca;1100
Sul;Masculino;Branca;900
Sul;Masculino;Branca;1500
Sul;Masculino;Branca;900
Sul;Masculino;Branca;2500
Sul;Masculino;Branca;2365
Sul;Feminino;Branca;3000
Sul;Masculino;Branca;3800
Sul;Feminino;Branca;1250
Sul;Feminino;Branca;2000
Sul;Masculino;Branca;1500
Sul;Masculino;Branca;900
Sul;Masculino;Parda;1500
Sul;Feminino;Preta;600
Sul;Masculino;Branca;788
Sul;Feminino;Branca;5000
Sul;Masculino;Branca;5000
Sul;Masculino;Branca;0
Sul;Masculino;Branca;800
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;1200
Sul;Masculino;Branca;3000
Sul;Masculino;Branca;2000
Sul;Masculino;Preta;2000
Sul;Masculino;Branca;2000
Sul;Feminino;Branca;2000
Sul;Feminino;Branca;2000
Sul;Masculino;Branca;1800
Sul;Masculino;Branca;2000
Sul;Feminino;Branca;2000
Sul;Masculino;Preta;788
Sul;Masculino;Branca;0
Sul;Masculino;Branca;2500
Sul;Feminino;Branca;800
Sul;Feminino;Branca;3000
Sul;Masculino;Branca;1200
Sul;Masculino;Branca;1180
Sul;Feminino;Branca;788
Sul;Masculino;Preta;2500
Sul;Masculino;Branca;1576
Sul;Masculino;Branca;1000
Sul;Masculino;Branca;1200
Sul;Masculino;Branca;1600
Sul;Feminino;Parda;160
Sul;Masculino;Branca;1019
Sul;Feminino;Branca;400
Sul;Masculino;Branca;1000
Sul;Masculino;Parda;950
Sul;Masculino;Parda;0
Sul;Masculino;Parda;1600
Sul;Masculino;Preta;788
Sul;Feminino;Parda;950
Sul;Masculino;Branca;1200
Sul;Feminino;Parda;150
Sul;Feminino;Preta;600
Sul;Feminino;Parda;350
Sul;Feminino;Branca;680
Sul;Masculino;Branca;800
Sul;Masculino;Branca;0
Sul;Masculino;Branca;5000
Sul;Feminino;Parda;0
Sul;Masculino;Branca;0
Sul;Masculino;Branca;3200
Sul;Masculino;Parda;1200
Sul;Masculino;Branca;1600
Sul;Masculino;Branca;1000
Sul;Masculino;Branca;788
Sul;Masculino;Parda;750
Sul;Feminino;Indígena;80
Sul;Feminino;Branca;500
Sul;Masculino;Branca;1700
Sul;Masculino;Branca;8000
Sul;Masculino;Branca;3000
Sul;Masculino;Branca;2100
Sul;Masculino;Branca;4000
Sul;Masculino;Branca;10000
Sul;Feminino;Branca;788
Sul;Masculino;Branca;780
Sul;Masculino;Branca;2500
Sul;Masculino;Branca;788
Sul;Masculino;Branca;780
Sul;Masculino;Branca;2000
Sul;Masculino;Parda;1500
Sul;Feminino;Branca;1200
Sul;Masculino;Branca;1800
Sul;Masculino;Branca;1100
Sul;Masculino;Branca;2300
Sul;Masculino;Branca;1208
Sul;Masculino;Branca;1800
Sul;Masculino;Parda;1100
Sul;Feminino;Branca;8000
Sul;Masculino;Branca;1400
Sul;Feminino;Branca;600
Sul;Feminino;Branca;1000
Sul;Masculino;Parda;1800
Sul;Masculino;Branca;4000
Sul;Masculino;Branca;788
Sul;Masculino;Branca;2100
Sul;Masculino;Branca;2538
Sul;Masculino;Branca;300
Sul;Masculino;Branca;1800
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;1300
Sul;Masculino;Branca;3000
Sul;Feminino;Branca;1500
Sul;Masculino;Branca;900
Sul;Masculino;Branca;2400
Sul;Masculino;Branca;5000
Sul;Masculino;Branca;2500
Sul;Feminino;Branca;900
Sul;Masculino;Branca;1600
Sul;Feminino;Branca;3700
Sul;Masculino;Branca;3000
Sul;Masculino;Branca;1700
Sul;Masculino;Branca;1500
Sul;Masculino;Branca;3000
Sul;Feminino;Branca;950
Sul;Masculino;Branca;1500
Sul;Feminino;Branca;800
Sul;Masculino;Branca;4000
Sul;Masculino;Branca;4000
Sul;Masculino;Branca;300
Sul;Masculino;Preta;1000
Sul;Masculino;Branca;2000
Sul;Feminino;Parda;886
Sul;Masculino;Branca;380
Sul;Masculino;Branca;900
Sul;Masculino;Branca;1100
Sul;Feminino;Branca;200
Sul;Feminino;Branca;788
Sul;Feminino;Branca;480
Sul;Masculino;Branca;660
Sul;Feminino;Branca;1000
Sul;Masculino;Indígena;1000
Sul;Masculino;Parda;400
Sul;Feminino;Branca;400
Sul;Feminino;Branca;0
Sul;Masculino;Branca;1100
Sul;Feminino;Branca;1200
Sul;Masculino;Branca;1000
Sul;Masculino;Branca;1300
Sul;Masculino;Branca;1000
Sul;Feminino;Parda;480
Sul;Masculino;Branca;1400
Sul;Masculino;Branca;0
Sul;Feminino;Branca;1200
Sul;Feminino;Preta;400
Sul;Feminino;Branca;300
Sul;Feminino;Branca;1000
Sul;Masculino;Branca;5200
Sul;Feminino;Branca;200
Sul;Feminino;Parda;0
Sul;Masculino;Branca;1100
Sul;Feminino;Branca;800
Sul;Masculino;Branca;1800
Sul;Masculino;Branca;915
Sul;Feminino;Branca;180
Sul;Feminino;Branca;900
Sul;Masculino;Parda;1500
Sul;Masculino;Branca;4000
Sul;Masculino;Branca;0
Sul;Masculino;Preta;788
Sul;Masculino;Branca;1500
Sul;Feminino;Indígena;1300
Sul;Masculino;Branca;2000
Sul;Feminino;Parda;1100
Sul;Masculino;Branca;900
Sul;Feminino;Preta;2000
Sul;Masculino;Branca;0
Sul;Feminino;Branca;1600
Sul;Masculino;Branca;1300
Sul;Masculino;Branca;1500
Sul;Masculino;Branca;1100
Sul;Feminino;Branca;1000
Sul;Masculino;Branca;2500
Sul;Masculino;Parda;930
Sul;Masculino;Preta;1000
Sul;Masculino;Parda;2000
Sul;Feminino;Branca;1300
Sul;Feminino;Branca;1600
Sul;Masculino;Branca;4000
Sul;Masculino;Branca;2000
Sul;Masculino;Parda;1300
Sul;Masculino;Parda;1200
Sul;Masculino;Branca;1300
Sul;Feminino;Branca;1300
Sul;Masculino;Branca;0
Sul;Masculino;Indígena;0
Sul;Masculino;Branca;1700
Sul;Feminino;Branca;900
Sul;Masculino;Branca;1500
Sul;Masculino;Branca;1480
Sul;Masculino;Parda;788
Sul;Masculino;Branca;700
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;788
Sul;Masculino;Branca;5000
Sul;Feminino;Branca;1450
Sul;Masculino;Branca;3000
Sul;Masculino;Branca;1500
Sul;Masculino;Branca;2300
Sul;Masculino;Branca;20000
Sul;Feminino;Branca;50
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;2500
Sul;Masculino;Branca;1000
Sul;Masculino;Branca;1500
Sul;Feminino;Branca;1500
Sul;Feminino;Branca;0
Sul;Masculino;Branca;1100
Sul;Masculino;Branca;4000
Sul;Masculino;Parda;1110
Sul;Feminino;Branca;1300
Sul;Masculino;Preta;1200
Sul;Masculino;Preta;1576
Sul;Feminino;Branca;4664
Sul;Feminino;Branca;50
Sul;Masculino;Branca;7191
Sul;Masculino;Branca;75
Sul;Masculino;Branca;0
Sul;Masculino;Branca;2000
Sul;Feminino;Branca;1100
Sul;Masculino;Parda;0
Sul;Masculino;Branca;1700
Sul;Masculino;Branca;0
Sul;Masculino;Branca;2500
Sul;Masculino;Branca;1700
Sul;Masculino;Branca;1000
Sul;Masculino;Branca;600
Sul;Feminino;Branca;0
Sul;Feminino;Branca;400
Sul;Masculino;Branca;15000
Sul;Masculino;Branca;1000
Sul;Feminino;Branca;1080
Sul;Masculino;Branca;4200
Sul;Feminino;Preta;788
Sul;Masculino;Branca;1000
Sul;Masculino;Branca;1479
Sul;Masculino;Branca;1200
Sul;Feminino;Branca;2500
Sul;Masculino;Branca;1000
Sul;Masculino;Branca;1850
Sul;Masculino;Branca;1589
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;3500
Sul;Masculino;Branca;0
Sul;Feminino;Branca;788
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;2100
Sul;Masculino;Branca;2300
Sul;Masculino;Parda;1200
Sul;Masculino;Branca;2500
Sul;Feminino;Branca;2500
Sul;Masculino;Branca;300
Sul;Masculino;Branca;0
Sul;Feminino;Branca;2300
Sul;Masculino;Branca;1600
Sul;Feminino;Branca;2000
Sul;Masculino;Branca;3000
Sul;Feminino;Branca;13500
Sul;Masculino;Branca;20000
Sul;Masculino;Parda;1500
Sul;Masculino;Branca;3500
Sul;Masculino;Branca;6000
Sul;Feminino;Branca;2500
Sul;Masculino;Branca;2000
Sul;Feminino;Branca;1000
Sul;Masculino;Branca;3100
Sul;Feminino;Branca;1200
Sul;Masculino;Branca;3300
Sul;Feminino;Branca;2000
Sul;Masculino;Branca;1400
Sul;Masculino;Branca;1400
Sul;Feminino;Branca;1200
Sul;Masculino;Branca;1600
Sul;Masculino;Branca;0
Sul;Masculino;Branca;3800
Sul;Feminino;Branca;2000
Sul;Feminino;Preta;1300
Sul;Masculino;Branca;1200
Sul;Feminino;Parda;4000
Sul;Feminino;Parda;1100
Sul;Masculino;Branca;2600
Sul;Feminino;Preta;788
Sul;Masculino;Branca;1000
Sul;Masculino;Branca;3800
Sul;Feminino;Branca;800
Sul;Feminino;Branca;1200
Sul;Masculino;Branca;1500
Sul;Masculino;Branca;700
Sul;Masculino;Branca;1580
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;1400
Sul;Masculino;Branca;3000
Sul;Masculino;Branca;12000
Sul;Masculino;Preta;2400
Sul;Masculino;Branca;800
Sul;Masculino;Branca;1300
Sul;Feminino;Branca;800
Sul;Feminino;Branca;3500
Sul;Masculino;Branca;950
Sul;Masculino;Branca;3000
Sul;Masculino;Branca;3800
Sul;Masculino;Branca;2500
Sul;Masculino;Branca;0
Sul;Masculino;Preta;2300
Sul;Masculino;Branca;1200
Sul;Masculino;Branca;1700
Sul;Feminino;Preta;1500
Sul;Masculino;Branca;1500
Sul;Masculino;Branca;1600
Sul;Masculino;Branca;3500
Sul;Masculino;Branca;2980
Sul;Feminino;Branca;15000
Sul;Feminino;Branca;980
Sul;Masculino;Branca;2400
Sul;Masculino;Branca;1000
Sul;Masculino;Branca;1500
Sul;Masculino;Branca;5000
Sul;Masculino;Branca;1600
Sul;Masculino;Branca;1000
Sul;Masculino;Branca;3600
Sul;Masculino;Parda;1500
Sul;Masculino;Branca;2000
Sul;Feminino;Branca;2000
Sul;Masculino;Branca;700
Sul;Masculino;Branca;1400
Sul;Feminino;Branca;788
Sul;Feminino;Branca;1500
Sul;Masculino;Branca;3000
Sul;Masculino;Branca;500
Sul;Feminino;Branca;600
Sul;Feminino;Preta;800
Sul;Feminino;Branca;720
Sul;Masculino;Branca;1000
Sul;Masculino;Branca;1100
Sul;Feminino;Branca;1000
Sul;Masculino;Branca;1000
Sul;Feminino;Branca;900
Sul;Masculino;Branca;1100
Sul;Masculino;Preta;1000
Sul;Masculino;Branca;1800
Sul;Masculino;Branca;1000
Sul;Feminino;Branca;2500
Sul;Masculino;Branca;800
Sul;Feminino;Preta;788
Sul;Feminino;Branca;1200
Sul;Masculino;Branca;1400
Sul;Masculino;Branca;600
Sul;Masculino;Branca;1200
Sul;Feminino;Branca;200
Sul;Masculino;Branca;2500
Sul;Masculino;Branca;650
Sul;Masculino;Branca;1470
Sul;Masculino;Branca;1300
Sul;Feminino;Branca;1200
Sul;Masculino;Branca;1200
Sul;Masculino;Branca;1700
Sul;Masculino;Branca;750
Sul;Feminino;Branca;500
Sul;Feminino;Branca;2200
Sul;Masculino;Branca;2200
Sul;Masculino;Branca;3000
Sul;Feminino;Branca;1500
Sul;Feminino;Branca;0
Sul;Masculino;Branca;3500
Sul;Masculino;Branca;500
Sul;Masculino;Parda;15000
Sul;Masculino;Branca;600
Sul;Masculino;Parda;1000
Sul;Masculino;Branca;850
Sul;Feminino;Branca;1200
Sul;Masculino;Branca;1600
Sul;Masculino;Branca;900
Sul;Masculino;Parda;1600
Sul;Masculino;Parda;1000
Sul;Masculino;Preta;1100
Sul;Feminino;Parda;450
Sul;Masculino;Branca;4000
Sul;Masculino;Branca;1500
Sul;Masculino;Branca;5000
Sul;Masculino;Branca;1300
Sul;Masculino;Parda;900
Sul;Masculino;Branca;2000
Sul;Masculino;Parda;800
Sul;Feminino;Branca;1300
Sul;Masculino;Branca;3500
Sul;Masculino;Branca;4000
Sul;Masculino;Branca;938
Sul;Feminino;Branca;360
Sul;Masculino;Branca;0
Sul;Masculino;Parda;900
Sul;Masculino;Branca;1600
Sul;Masculino;Branca;380
Sul;Feminino;Branca;1100
Sul;Masculino;Branca;950
Sul;Masculino;Preta;2800
Sul;Masculino;Branca;1500
Sul;Feminino;Branca;0
Sul;Masculino;Branca;0
Sul;Masculino;Branca;0
Sul;Feminino;Branca;250
Sul;Feminino;Branca;980
Sul;Masculino;Branca;2300
Sul;Feminino;Branca;0
Sul;Masculino;Branca;5000
Sul;Masculino;Branca;8000
Sul;Masculino;Branca;1200
Sul;Masculino;Preta;1300
Sul;Feminino;Branca;1100
Sul;Masculino;Branca;1350
Sul;Masculino;Branca;1300
Sul;Masculino;Branca;5600
Sul;Masculino;Branca;4000
Sul;Masculino;Branca;1900
Sul;Feminino;Branca;0
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;3500
Sul;Masculino;Branca;1700
Sul;Masculino;Branca;6000
Sul;Masculino;Branca;3500
Sul;Masculino;Branca;3500
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;3750
Sul;Feminino;Branca;450
Sul;Masculino;Branca;2100
Sul;Masculino;Branca;2500
Sul;Masculino;Branca;330
Sul;Masculino;Parda;0
Sul;Masculino;Branca;1250
Sul;Masculino;Branca;5000
Sul;Masculino;Branca;0
Sul;Masculino;Branca;1600
Sul;Masculino;Branca;0
Sul;Masculino;Branca;2300
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;1200
Sul;Masculino;Branca;750
Sul;Masculino;Branca;0
Sul;Masculino;Branca;3000
Sul;Masculino;Branca;6200
Sul;Masculino;Branca;1045
Sul;Masculino;Branca;1600
Sul;Masculino;Branca;1900
Sul;Masculino;Branca;3000
Sul;Masculino;Branca;1700
Sul;Masculino;Branca;1000
Sul;Masculino;Branca;300
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;1600
Sul;Masculino;Branca;0
Sul;Feminino;Branca;1200
Sul;Masculino;Branca;0
Sul;Masculino;Branca;1900
Sul;Masculino;Branca;1000
Sul;Masculino;Branca;2500
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;1500
Sul;Masculino;Branca;2000
Sul;Feminino;Branca;1100
Sul;Masculino;Branca;1000
Sul;Masculino;Parda;1500
Sul;Masculino;Branca;788
Sul;Feminino;Branca;740
Sul;Masculino;Branca;2000
Sul;Feminino;Branca;1000
Sul;Masculino;Parda;2700
Sul;Masculino;Branca;1300
Sul;Masculino;Branca;1800
Sul;Masculino;Parda;1600
Sul;Masculino;Branca;1800
Sul;Masculino;Parda;2000
Sul;Masculino;Parda;2000
Sul;Masculino;Parda;3000
Sul;Masculino;Branca;1600
Sul;Masculino;Branca;1400
Sul;Feminino;Parda;900
Sul;Masculino;Parda;1153
Sul;Masculino;Parda;1700
Sul;Masculino;Branca;1200
Sul;Masculino;Parda;1700
Sul;Masculino;Parda;1200
Sul;Masculino;Parda;1600
Sul;Feminino;Branca;1300
Sul;Masculino;Branca;1400
Sul;Masculino;Branca;2300
Sul;Feminino;Branca;2079
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;1000
Sul;Masculino;Branca;4000
Sul;Masculino;Branca;1500
Sul;Masculino;Branca;2500
Sul;Masculino;Parda;2500
Sul;Masculino;Branca;1600
Sul;Feminino;Branca;0
Sul;Masculino;Branca;4500
Sul;Masculino;Branca;2777
Sul;Masculino;Branca;1500
Sul;Masculino;Branca;2500
Sul;Masculino;Branca;833
Sul;Masculino;Branca;3000
Sul;Masculino;Branca;1666
Sul;Masculino;Branca;2500
Sul;Feminino;Branca;1500
Sul;Masculino;Branca;2200
Sul;Masculino;Branca;1488
Sul;Masculino;Branca;1600
Sul;Masculino;Branca;2200
Sul;Feminino;Branca;600
Sul;Masculino;Branca;1000
Sul;Masculino;Branca;3000
Sul;Feminino;Parda;1900
Sul;Feminino;Branca;6000
Sul;Feminino;Branca;1090
Sul;Feminino;Parda;1500
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;1200
Sul;Feminino;Indígena;788
Sul;Masculino;Branca;3000
Sul;Masculino;Branca;900
Sul;Feminino;Branca;800
Sul;Feminino;Branca;788
Sul;Masculino;Branca;3000
Sul;Masculino;Branca;2800
Sul;Feminino;Branca;1200
Sul;Feminino;Branca;1100
Sul;Feminino;Branca;2000
Sul;Feminino;Parda;1200
Sul;Feminino;Branca;1600
Sul;Masculino;Branca;1200
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;2200
Sul;Masculino;Branca;2700
Sul;Feminino;Preta;2500
Sul;Masculino;Branca;1500
Sul;Masculino;Parda;1350
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;1700
Sul;Masculino;Branca;1000
Sul;Masculino;Branca;2500
Sul;Masculino;Branca;800
Sul;Masculino;Parda;1500
Sul;Masculino;Branca;1200
Sul;Masculino;Parda;1200
Sul;Feminino;Branca;1000
Sul;Masculino;Branca;1200
Sul;Masculino;Parda;1500
Sul;Masculino;Branca;3000
Sul;Masculino;Branca;1500
Sul;Masculino;Branca;2500
Sul;Feminino;Branca;1200
Sul;Feminino;Branca;1700
Sul;Masculino;Branca;1200
Sul;Masculino;Branca;3000
Sul;Masculino;Branca;1200
Sul;Masculino;Branca;1200
Sul;Feminino;Parda;700
Sul;Masculino;Branca;1300
Sul;Masculino;Branca;5600
Sul;Masculino;Branca;1577
Sul;Masculino;Branca;2000
Sul;Masculino;Branca;788
Sul;Masculino;Branca;1500
Sul;Masculino;Branca;1100
Sul;Masculino;Branca;2100
Sul;Feminino;Branca;1300
Sul;Feminino;Branca;1450
Sul;Masculino;Branca;1200
Sul;Masculino;Branca;2000
Sul;Feminino;Branca;1500
Sul;Masculino;Branca;1600
Sul;Masculino;Branca;1300
Sul;Masculino;Branca;2300
Sul;Masculino;Branca;1400
Sul;Masculino;Branca;5200
Sul;Masculino;Branca;1040
Sul;Feminino;Branca;1050
Sul;Feminino;Branca;1300
Sul;Masculino;Branca;1800
Sul;Masculino;Branca;2500
Sul;Masculino;Parda;1200
Sul;Masculino;Branca;3000
Sul;Masculino;Branca;900
Sul;Masculino;Branca;1100
Sul;Masculino;Branca;3000
Sul;Masculino;Branca;820
Sul;Feminino;Preta;980
Sul;Masculino;Branca;2380
Sul;Feminino;Branca;800
Sul;Feminino;Parda;788
Sul;Masculino;Preta;1500
Sul;Feminino;Branca;1700
Sul;Feminino;Branca;900
Sul;Feminino;Parda;200
Sul;Masculino;Branca;4900
Sul;Masculino;Branca;1500
Sul;Masculino;Branca;2050
Sul;Masculino;Branca;1000
Sul;Feminino;Branca;3000
Sul;Feminino;Preta;800
Sul;Feminino;Branca;2300
Sul;Feminino;Branca;2000
Sul;Masculino;Branca;1300
